video_id,video_path,start_time,end_time,text_english,gloss_asl,palabras_en,palabras_asl,ratio_longitud
ZifTpiq77vI,data/ZifTpiq77vI/ZifTpiq77vI.mp4,00:08:29.120,00:08:35.040,a part of a drug investigation.,PART DRUG INVESTIGATION.,6,3,0.49999166680555324
EoByRQldF-4,data/EoByRQldF-4/EoByRQldF-4.mp4,00:11:47.320,00:12:02.660,"Don't feel bad, this is something that happens a lot to many people. Both references have to email",BOTH REFERENCE HAVE TO EMAIL,18,5,0.2777762345764746
IC7Cr2bVUJ8,data/IC7Cr2bVUJ8/IC7Cr2bVUJ8.mp4,00:00:17.640,00:00:26.580,"Elke recently created a VLOG sharing IAD is seeking people to join our committees. We have new priorities, and we need your support to complete these priorities.","X-WE HAVE DESC-NEW PRIORITY, AND X-WE NEED X-YOU SUPPORT TO DESC-COMPLETE SE PRIORITY.",27,13,0.4814796982233399
IC7Cr2bVUJ8,data/IC7Cr2bVUJ8/IC7Cr2bVUJ8.mp4,00:00:26.580,00:00:36.640,"During this VLOG, I will list out the five new priorities. The first one pertains to the creation of an alliance of organizations serving the deaf community.",DESC-FIRST ONE REFER TO CREATION ALLIANCE ORGANIZATION SERVE DESC-DEAF COMMUNITY.,27,10,0.3703689986333384
EoByRQldF-4,data/EoByRQldF-4/EoByRQldF-4.mp4,00:12:27.920,00:12:39.080,three questions will be posted on their website. You have to film yourself signing the answers.,X-YOU HAVE TO FILM X-YOURSELF SIGN ANSWER.,16,7,0.43749726564208974
me-a73-cbqk,data/me-a73-cbqk/me-a73-cbqk.mp4,00:02:07.080,00:02:18.660,"you remember the sign for fall? It's a same as September. It's a little weird,","X-IT BE DESC-SAME AS SEPTEMBER. DESC-LITTLE DESC-RIGGLE,",15,7,0.4666635555762962
EoByRQldF-4,data/EoByRQldF-4/EoByRQldF-4.mp4,00:13:34.280,00:13:49.500,"and have the necessary sign skills. Both are important. The questions will be hard, but if your fluency is good,","QUESTION WILL BE DESC-HARD, BUT IF X-YOU FLUENCY BE DESC-GOOD,",20,10,0.49999750001249993
TxSdv5bLiVI,data/TxSdv5bLiVI/TxSdv5bLiVI.mp4,00:08:24.640,00:08:26.800,in the backseat of the getaway car.,IN BACKSEAT DRIVECAR.,7,3,0.4285653062099113
ic9LAfKoFTA,data/ic9LAfKoFTA/ic9LAfKoFTA.mp4,00:00:06.381,00:00:11.970,"It's Wednesday, November 27. Ready for the news?",DESC-READY FOR NEWS?,8,3,0.37499531255859303
me-a73-cbqk,data/me-a73-cbqk/me-a73-cbqk.mp4,00:03:58.810,00:04:12.430,"Are you enjoying this? Hit the ""like"" button and subscribe!",HIT LIKE BUTTON AND SUBSCRIBE!,10,5,0.4999950000499995
me-a73-cbqk,data/me-a73-cbqk/me-a73-cbqk.mp4,00:05:11.020,00:05:17.889,somebody else hey Merry Christmas It looks like this. It is different than saying,X-IT BE DESC-DIFFERENT THAN SAY,14,5,0.35714030614067044
EoByRQldF-4,data/EoByRQldF-4/EoByRQldF-4.mp4,00:15:49.880,00:16:03.780,Also the video must be 4 minutes long. That will feel short. A lot of people I talked to said it was hard,LOT PEOPLE X-I TALK TO SAY X-IT BE DESC-HARD,23,9,0.39130264651023255
me-a73-cbqk,data/me-a73-cbqk/me-a73-cbqk.mp4,00:05:40.600,00:05:47.180,What's your favorite word so far? Do you have a favorite word? I have some,DO X-YOU HAVE DESC-FAVORITE WORD?,15,5,0.33333111112592584
me-a73-cbqk,data/me-a73-cbqk/me-a73-cbqk.mp4,00:06:20.580,00:06:28.750,all in your head? Start now! hit subscribe! let's go,HIT SUBSCRIBE! LET X-POSS GO,10,5,0.4999950000499995
S1HvZQRRIaY,data/S1HvZQRRIaY/S1HvZQRRIaY.mp4,00:01:39.620,00:01:43.240,the victims of the bombings.,VICTIM BOMBING.,5,2,0.3999920001599968
EoByRQldF-4,data/EoByRQldF-4/EoByRQldF-4.mp4,00:20:08.880,00:20:24.120,"I talk about it a lot. If you want to see that, then subscribe. If this video helped you, please like.","IF THIS VIDEO HELP X-YOU, PLEASE LIKE. THAT, DESC-N SUBSCRIBE.",21,10,0.476188208627578
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:49:51.800,00:49:57.100,"- NOW...IN THE PAST, MUCH .","-NOW...IN PAST, DESC-MUCH.",6,3,0.49999166680555324
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:49:57.100,00:50:03.100,"SO, THAT'S IT. PEOPLE HAVE PROBLEMS. BACK THEN, NO PROBLEMS.","BACK DESC-N, NO PROBLEMS. PROBLEMS.",10,5,0.4999950000499995
wCj1WR2ct8s,data/wCj1WR2ct8s/wCj1WR2ct8s.mp4,00:11:47.620,00:11:52.280,SIZE. SIZE.,SIZE.,2,1,0.49997500124993743
o44Hp6zr2x0,data/o44Hp6zr2x0/o44Hp6zr2x0.mp4,00:00:52.420,00:00:54.420,the country.,COUNTRY.,2,1,0.49997500124993743
tYbefaglYzI,data/tYbefaglYzI/tYbefaglYzI.mp4,00:00:10.240,00:00:25.600,IAD submitted a letter to Mt. Sinai's CEO expressing out concerns about the closing of the program. This program has been a tremendous resource to the many patients who use Mt. Sinai's services.,THIS PROGRAM HAVE BE DESC-TREMENDOUS RESOURCE TO DESC-MANY PATIENT WHO USE MR. SINAI X-POSS SERVICE.,33,15,0.4545440771391601
cjjHmtpZtFI,data/cjjHmtpZtFI/cjjHmtpZtFI.mp4,00:00:55.280,00:01:01.280,Tell your provider which test site is most convenient for you. The state’s major sites are listed on the website.,STATE X-POSS DESC-MAJOR SITE BE LIST ON WEBSITE.,20,8,0.39999800000999997
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:51:00.166,00:51:02.166,I DON'T LIVE WITH MY FATHER. I LIVE WITH MY MOTHER.,X-I LIVE WITH MY DESC-MOTHER.,11,5,0.454541322351615
o44Hp6zr2x0,data/o44Hp6zr2x0/o44Hp6zr2x0.mp4,00:01:51.540,00:01:54.820,"the House.""",HOUSE.,2,1,0.49997500124993743
XJQri5Vrhxg,data/XJQri5Vrhxg/XJQri5Vrhxg.mp4,00:05:07.420,00:05:09.200,of 2020.,2020.,2,1,0.49997500124993743
aiPBneEjA4M,data/aiPBneEjA4M/aiPBneEjA4M.mp4,00:00:22.200,00:00:28.500,"We have STEP, Survivors Teaching Empowerment Program. If you want more",IF X-YOU WANT MORE,11,4,0.363633057881292
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:52:20.233,00:52:21.700,"NOW, ...IS THE QUESTION.","DESC-NOW,...IS QUESTION.",4,2,0.49998750031249223
Zigvoi_UhMM,data/Zigvoi_UhMM/Zigvoi_UhMM.mp4,00:01:39.850,00:01:41.710,of e-mails.,E-MAIL.,2,1,0.49997500124993743
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:52:23.233,00:52:26.734,AND I FEEL LIKE IF... THAT GROUP OF PEOPLE,THAT GRUPPE DESC-POEOPLE,9,3,0.33332962967078145
aiPBneEjA4M,data/aiPBneEjA4M/aiPBneEjA4M.mp4,00:02:06.530,00:02:12.740,"cleaning up, setting up/taking down, and more. If you are interested in helping with",IF X-YOU BE DESC-INTERESTED IN HELP WITH,14,7,0.4999964285969386
vQac1J2ZomM,data/vQac1J2ZomM/vQac1J2ZomM.mp4,00:27:06.400,00:27:08.960,of it,X-IT,2,1,0.49997500124993743
XJQri5Vrhxg,data/XJQri5Vrhxg/XJQri5Vrhxg.mp4,00:07:55.380,00:08:05.980,"The group's new album ""Map of the Soul: Persona"" is expected to smash international sales records.",GROUP X-POSS DESC-NEW EPUB MAP SOUL: PHILOSOPA?,16,7,0.43749726564208974
2jS6r1T92Rs,data/2jS6r1T92Rs/2jS6r1T92Rs.mp4,00:03:47.527,00:03:50.497,Senate of the state of Ohio.,SENATE STATE OHMIUM.,6,3,0.49999166680555324
xjto4sk9fH4,data/xjto4sk9fH4/xjto4sk9fH4.mp4,00:00:02.330,00:00:12.099,"Hello, Happy Hanukkah! This is the sign HANUKKAH. HANUKKAH.",HINUKKAH. SIGN HANUKKAH.,9,3,0.33332962967078145
tyCrk_YnwgQ,data/tyCrk_YnwgQ/tyCrk_YnwgQ.mp4,00:01:56.600,00:02:00.580,"For example, 5 diamonds vs 5 bronze? Wont happen",WONTS HAPPEN,9,2,0.2222197531138543
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:53:18.200,00:53:20.633,OR BLACK OR BLACK. I DON'T CARE.,X-I DON DESC-TCARE.,7,3,0.4285653062099113
xjto4sk9fH4,data/xjto4sk9fH4/xjto4sk9fH4.mp4,00:00:37.100,00:00:43.400,CANDLE. CANDLE.,CANDLE.,2,1,0.49997500124993743
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:53:33.300,00:53:35.667,"DEAF, BLACK, HEARING, WHITE. DOESN'T MATTER.",DOESN'T MATETER. WHITE.,6,3,0.49999166680555324
ZiNewwhqNYE,data/ZiNewwhqNYE/ZiNewwhqNYE.mp4,00:00:07.349,00:00:12.260,"""Bugs!"" By Krista Hine Bugs! Bugs! I see many bugs! You want to see more bugs? Sure! Come on! This bug has spots It is called a ladybug *WOMAN BUG* This bug has beautiful wings It is called a butterfly *BUTTERFLY* This bug can jump It is called a grasshopper *HOPPER* This bug has stripes It is called a bee *BEE* This bug is strong It is called an ant *A-N-T* This bug can make a *web It is called a spider *SPIDER* This bug has big eyes It is annoying too It is called a fly *F-L-Y* This bug can become a ball It is called a pill bug *BALL BUG* This bug is loud It is called a cicada *C-I-C-A-D-A* This bug is bright It is called a firefly *FIREFLY* Bugs! Bugs! So many bugs! The End",THIS BUGG X-I HAVE STRAW X-IT BE CALL LADYBUGG -WOMAN BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG -BUG X-I CAN BUGG GREEN,139,33,0.237409901143956
eofoHkOkASE,data/eofoHkOkASE/eofoHkOkASE.mp4,00:08:03.340,00:08:05.480,The Gospel of the Lord.,EVANGELIGY HORN.,5,2,0.3999920001599968
Q2qv1PzonRo,data/Q2qv1PzonRo/Q2qv1PzonRo.mp4,00:01:11.200,00:01:15.200,P-R-O-N-O-U-N-S,P R O N O U N S,1,8,7.999200079992001
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:54:04.000,00:54:06.300,- RIGHT. OK. YOU HAVE A QUESTION?,X-YOU HAVE QUESTION?,7,3,0.4285653062099113
2jS6r1T92Rs,data/2jS6r1T92Rs/2jS6r1T92Rs.mp4,00:04:36.743,00:04:38.879,the President of the United States?,PRESIDENT UNITE STATE?,6,3,0.49999166680555324
ziNp57M1Gck,data/ziNp57M1Gck/ziNp57M1Gck.mp4,00:00:36.000,00:00:44.200,Put your thumb out and that's 3. So 1 2 3. 4 is what everyone expects 4 to be.,4 BE WHAT EVERYONE EXPECT 4 TO BE.,19,8,0.4210504155241288
S1OLa2m-3Jk,data/S1OLa2m-3Jk/S1OLa2m-3Jk.mp4,00:02:22.769,00:02:25.769,understand it clearly. Here it is!,DESC-HERE X-IT BE!,6,3,0.49999166680555324
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:54:37.367,00:54:39.367,"THE OPPOSITE OF THAT, THE ASL.","OPPOSITE THAT, SLEAD.",6,3,0.49999166680555324
CjqGOgpJXIM,data/CjqGOgpJXIM/CjqGOgpJXIM.mp4,00:05:06.860,00:05:21.780,My service learning at WSD was so much fun. It was fun to see all the activiites everyone did and,X-IT BE FUN TO SEE ALL ACTIVITIES EVERYONE DO AND,20,10,0.49999750001249993
ziNp57M1Gck,data/ziNp57M1Gck/ziNp57M1Gck.mp4,00:03:33.049,00:03:38.799,I'll see you next time in Lesson 3. In the meantime sign happy.,IN MEANTIME SIGN DESC-HAPPY. LESSON.,13,5,0.38461242605826107
ic9LAfKoFTA,data/ic9LAfKoFTA/ic9LAfKoFTA.mp4,00:12:03.556,00:12:09.562,Yesterday I did a story about the Mass. State Police,STATE POLICE,10,2,0.19999800001999982
gkG88-cZXQE,data/gkG88-cZXQE/gkG88-cZXQE.mp4,00:11:45.439,00:11:46.564,A + candy,-OFTEN,3,1,0.3333222225925802
O4R4791NGNE,data/O4R4791NGNE/O4R4791NGNE.mp4,00:00:59.234,00:01:09.711,help MNCDHH advance our legislative agenda. We expect the contract to be complete soon.,X-WE EXPECT CONTRACT TO BE DESC-COMPLETE DESC-SOON.,14,7,0.4999964285969386
2JtgxM_AbU0,data/2JtgxM_AbU0/2JtgxM_AbU0.mp4,00:00:36.220,00:00:44.220,Worried about the cost of admission? Do not worry! It is FREE! Please come and meet everyone!,PLEASE COME AND MEET EVERYONE! WORRY?,17,6,0.35293910035823317
2JtgxM_AbU0,data/2JtgxM_AbU0/2JtgxM_AbU0.mp4,00:00:46.140,00:00:53.100,"Also, we will provide Child Care! Yes, FREE!","DESC-YES, DESC-FREE! CARE!",8,3,0.37499531255859303
2JtgxM_AbU0,data/2JtgxM_AbU0/2JtgxM_AbU0.mp4,00:00:53.100,00:00:58.680,Please come and join us! See you there!,SEE X-YOU DESC-RE! X-WE!,8,4,0.499993750078124
gkG88-cZXQE,data/gkG88-cZXQE/gkG88-cZXQE.mp4,00:12:07.716,00:12:12.429,ASL language,SLLANGUAGE,2,1,0.49997500124993743
2K6sNH3QdM4,data/2K6sNH3QdM4/2K6sNH3QdM4.mp4,00:00:06.089,00:00:10.635,"It is Monday, June 3. Ready for the news?",DESC-READY FOR NEWS?,9,3,0.33332962967078145
vQeBAtPOe8o,data/vQeBAtPOe8o/vQeBAtPOe8o.mp4,00:02:54.132,00:02:59.512,I'm looking forward to next year. Will I improve? Will I beat all of my records? I don't know.,WILL X-I BEAT ALL X-MY RECORD?,19,6,0.3157878116430966
TYUZd4Wi0oQ,data/TYUZd4Wi0oQ/TYUZd4Wi0oQ.mp4,00:01:16.240,00:01:19.280,a generation,GENERATION,2,1,0.49997500124993743
k74g6UiGzK8,data/k74g6UiGzK8/k74g6UiGzK8.mp4,00:01:30.980,00:01:33.880,Tori: Oh! There is an event? When?!,WHEN?! BE EVENT?,7,3,0.4285653062099113
6jMFTzwklmk,data/6jMFTzwklmk/6jMFTzwklmk.mp4,00:58:28.633,00:58:30.567,"YOU KNOW,","YESTERDAY,",2,1,0.49997500124993743
ICdwANoTe8Q,data/ICdwANoTe8Q/ICdwANoTe8Q.mp4,00:00:10.600,00:00:15.933,My business was established in Louisiana. But I travel all over the world.,BUT X-I TRAVEL ALL OVER WORLD.,13,6,0.4615349112699133
gkG88-cZXQE,data/gkG88-cZXQE/gkG88-cZXQE.mp4,00:14:03.258,00:14:07.614,"“No, no, no, that. THAT!”",THAT!?,5,1,0.1999960000799984
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:00:14.340,00:00:20.080,L-I-B-R-A-R-Y,L I B R A RY,1,6,5.9994000599940005
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:00:28.840,00:00:34.140,C-H-U-R-C-H,C-H U R C-H,1,4,3.9996000399960003
ICdwANoTe8Q,data/ICdwANoTe8Q/ICdwANoTe8Q.mp4,00:00:35.467,00:00:39.467,June 4th of 2011. Neat! I asked for more details...,X-I ASK FOR MORE DETAIL...,10,5,0.4999950000499995
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:00:43.280,00:00:48.040,S-C-H-O-O-L,S-C H O O O L,1,6,5.9994000599940005
vqhvdGHo23k,data/vqhvdGHo23k/vqhvdGHo23k.mp4,00:01:33.400,00:01:37.400,WE REST WHERE? HOME,HOME?,4,1,0.24999375015624611
vqhvdGHo23k,data/vqhvdGHo23k/vqhvdGHo23k.mp4,00:01:37.400,00:01:47.200,THEIR LIVES DEATH AND HARM RISK WHY? HELP US,HELP US,9,2,0.2222197531138543
2K6sNH3QdM4,data/2K6sNH3QdM4/2K6sNH3QdM4.mp4,00:02:36.447,00:02:38.616,the shooting.,SHOOT.,2,1,0.49997500124993743
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:00:57.860,00:01:04.480,H-O-S-P-I-T-A-L,H O S P I T A L,1,8,7.999200079992001
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:01:12.000,00:01:17.180,C-O-L-L-E-G-E,C O L L E G E,1,7,6.999300069993001
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:01:27.160,00:01:34.140,P-O-S-T O-F-F-I-C-E,P-O-S T O-F F I C E,2,7,3.4998250087495624
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:01:45.040,00:01:47.940,B-A-N-K,B A N K,1,4,3.9996000399960003
vqhvdGHo23k,data/vqhvdGHo23k/vqhvdGHo23k.mp4,00:02:21.200,00:02:24.400,THANK-YOU WHO? WORKERS,WORKERS,3,1,0.3333222225925802
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:02:00.620,00:02:05.800,B-A-K-E-R-Y,B A K E RY,1,5,4.999500049995
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:02:14.900,00:02:25.320,G-R-O-C-E-R-Y S-T-O-R-E,G R O C E R RY S T O R E,2,12,5.99970001499925
K7aNaf5Yhs4,data/K7aNaf5Yhs4/K7aNaf5Yhs4.mp4,00:00:39.280,00:00:44.980,1/4 teaspoon of salt,TRIBLE SAL,4,2,0.49998750031249223
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:02:37.960,00:02:45.280,P-H-A-R-M-A-C-Y,P H A R R M A CY,1,8,7.999200079992001
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:30:50.700,00:30:51.700,And the,AND,2,1,0.49997500124993743
VQjkzJZcPKk,data/VQjkzJZcPKk/VQjkzJZcPKk.mp4,00:00:13.000,00:00:17.000,Hey did you see Santa? Santa? Yes.,SANTO?,7,1,0.14285510206997043
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:02:52.740,00:03:09.360,S-H-O-E / C-L-O-T-H-I-N-G S-T-O-R-E,S-H O E C-L O T H I-N G S T O R E,4,14,3.4999125021874455
O4R4791NGNE,data/O4R4791NGNE/O4R4791NGNE.mp4,00:08:10.463,00:08:20.000,This is a bill also written by Representative Daniels. This bill is to establish a statewide interpreter licensure.,THIS BILL BE TO ESTABLISH DESC-STATEWIDE INTERPRETER LICENSURE.,18,8,0.44444197532235935
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:03:39.880,00:03:50.320,L-I-Q-U-O-R S-T-O-R-E,L-I Q U O R S T O R E,2,10,4.999750012499375
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:04:04.260,00:04:15.820,M-O-V-I-E T-H-E-A-T-E-R,M O V I E T-H E A T E R,2,11,5.499725013749312
MEmFVNs25TU,data/MEmFVNs25TU/MEmFVNs25TU.mp4,00:00:10.626,00:00:12.955,L-A-T-V-I-A,L A T V I A,1,6,5.9994000599940005
IcfXclPFYDE,data/IcfXclPFYDE/IcfXclPFYDE.mp4,00:01:23.340,00:01:26.300,Caption. Every. Thing.,THING..,3,1,0.3333222225925802
q2u0_iU7yfc,data/q2u0_iU7yfc/q2u0_iU7yfc.mp4,00:08:45.440,00:08:46.800,"the end.""",END.,2,1,0.49997500124993743
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:04:29.080,00:04:34.760,P-A-R-K,P A RK,1,3,2.9997000299970003
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:04:45.800,00:04:49.580,B-E-A-C-H,B E A C H,1,5,4.999500049995
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:04:58.900,00:05:09.020,R-E-S-T-A-U-R-A-N-T,R E-S T A U R A N T,1,9,8.999100089991002
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:05:18.000,00:05:23.960,M-U-S-E-U-M,M U-S E U-M,1,4,3.9996000399960003
zIrG7Y1CRb8,data/zIrG7Y1CRb8/zIrG7Y1CRb8.mp4,00:05:34.420,00:05:45.340,A-M-U-S-E-M-E-N-T P-A-R-K,A-M U-S E-M E N T P A RK,2,9,4.4997750112494375
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:31:49.070,00:31:51.070,. Wow.,WOW.,2,1,0.49997500124993743
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:00:43.380,00:00:46.180,THE CHOSEN,CHOLSEN,2,1,0.49997500124993743
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:01:04.600,00:01:07.600,"We focus on these people. Yes, Jesus is involved.","DESC-YES, SIEDOM BE INVOLVE.",9,4,0.4444395062277086
o5A3DZWIAc8,data/o5A3DZWIAc8/o5A3DZWIAc8.mp4,00:00:38.720,00:00:40.720,"Are signs the same forever? No, they aren't. They tend-to change.",X-Y TEND-TO CHANGE. DESC-NOT?,11,4,0.363633057881292
2K6sNH3QdM4,data/2K6sNH3QdM4/2K6sNH3QdM4.mp4,00:07:59.937,00:08:02.023,of USA.,USA.,2,1,0.49997500124993743
MeOyB3keIqo,data/MeOyB3keIqo/MeOyB3keIqo.mp4,00:02:04.191,00:02:06.259,cover the costs of the funeral.,COVER COST FATERAL.,6,3,0.49999166680555324
aiu-jYypOqk,data/aiu-jYypOqk/aiu-jYypOqk.mp4,00:06:35.126,00:06:35.896,We okay? Alright.,DESC-ALRIGHT.,3,1,0.3333222225925802
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:32:38.989,00:32:39.989,A kavol,KAVOL,2,1,0.49997500124993743
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:03:13.020,00:03:26.780,The Shepherd Story is in YouTube channel - The Chosen. It has closed captions. Perfect!,X-IT HAVE DESC-CLOSE HEADLINE CHANNEL - CHOSEN.,15,7,0.4666635555762962
q2uHYH3apvM,data/q2uHYH3apvM/q2uHYH3apvM.mp4,00:03:36.720,00:03:40.640,the spread of the coronavirus.,SPREAD CORONAVOL.,5,2,0.3999920001599968
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:03:40.620,00:03:41.780,The Evangelist...,EVOLVESTIST...,2,1,0.49997500124993743
VqKxKdOcqF4,data/VqKxKdOcqF4/VqKxKdOcqF4.mp4,00:02:32.760,00:02:36.260,The results of the assessments are,RESULT ASSESSMENT BE,6,3,0.49999166680555324
ZIz4BQJESO0,data/ZIz4BQJESO0/ZIz4BQJESO0.mp4,00:00:24.500,00:00:30.780,*points* T-Y-D-I-N-G-S,DESC-TOO DESC-T-Y D-I-N G S,2,5,2.4998750062496873
EOUSD58K0B0,data/EOUSD58K0B0/EOUSD58K0B0.mp4,00:03:19.166,00:03:22.400,An affordable process .,DESC-AFFORDABLE PROCESS.,4,2,0.49998750031249223
MeOyB3keIqo,data/MeOyB3keIqo/MeOyB3keIqo.mp4,00:03:00.547,00:03:03.050,the University of California .,UNIVERSITY CARLINA.,5,2,0.3999920001599968
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:04:20.060,00:04:31.500,The posts have subtitles. They are champ! The Chosen posts most of them that have subtitles. CHAMP!,CHAMP! CHOSEN POST MOST X-Y THAT HAVE SUBTITLE.,17,8,0.47058546714431093
6kBF9kpK6FA,data/6kBF9kpK6FA/6kBF9kpK6FA.mp4,00:02:08.820,00:02:36.240,http://www.horrycounty.org/gis/disclaimer/florenceflood.html,HYORRYCOUNTY.ORG/GIS DISCLAIMER FRIDENCEFLOOD.,1,3,2.9997000299970003
6kBF9kpK6FA,data/6kBF9kpK6FA/6kBF9kpK6FA.mp4,00:04:11.300,00:04:36.880,http://www.horrycounty.org/gis/roadclosures/,LINK ://WWW.HORRRYCOUNTY.ORG/GIS ROADCLOSE/,1,3,2.9997000299970003
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:04:35.940,00:04:40.640,I hope in the future that they will add subtitles. I HOPE!,X-I HOPE! X-Y WILL ADD UNDERTAKING.,12,6,0.49999583336805525
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:04:42.500,00:04:54.660,I am eager to know! But just pray for them. Love them!,LOVE X-Y! KNOW!,12,3,0.24999791668402763
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:04:56.600,00:05:00.680,They work so hard on the show! WOW!,WOW! DESC-HARD ON SHOW!,8,4,0.499993750078124
ZIz4BQJESO0,data/ZIz4BQJESO0/ZIz4BQJESO0.mp4,00:00:40.560,00:00:48.640,*points* T-Y-D-I-N-G-S,DESC-TOO DESC-T-Y D-I-N G S,2,5,2.4998750062496873
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:05:04.280,00:05:07.100,That is because Jesus. Of course!,COURSE! JESUS.,6,2,0.3333277778703688
-44hXvy7VZk,data/-44hXvy7VZk/-44hXvy7VZk.mp4,00:33:32.149,00:33:33.149,the interpreter.,INTERPRETER.,2,1,0.49997500124993743
cK8D1kv6OdY,data/cK8D1kv6OdY/cK8D1kv6OdY.mp4,00:01:00.420,00:01:05.240,"hearing people say oh, oh! I know ASL! Then proceed to fingerspell the ABCs.",X-I KNOW DESC-ASYLUM!,14,3,0.21428418368440225
EOUSD58K0B0,data/EOUSD58K0B0/EOUSD58K0B0.mp4,00:04:15.833,00:04:18.833,"1. Online,","ONLINE,",2,1,0.49997500124993743
ZIz4BQJESO0,data/ZIz4BQJESO0/ZIz4BQJESO0.mp4,00:01:15.780,00:01:20.800,MY NAME G-A-B-B-Y. YOUR NAME WHAT?,YOURSELVE NEAME WHATEVER?,6,3,0.49999166680555324
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:05:27.620,00:05:30.740,I am very picky! I mean very picky!,X-I MEAN DESC-VERY DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-DESC-D,8,4,0.499993750078124
ZIz4BQJESO0,data/ZIz4BQJESO0/ZIz4BQJESO0.mp4,00:01:35.200,00:01:43.260,"LEARN FRENCH HARD, I LIKE SPANISH. WANT TRAVEL MEXICO",WANT TRAVEL MEXICO,9,3,0.33332962967078145
k7PdAAknzDY,data/k7PdAAknzDY/k7PdAAknzDY.mp4,00:05:52.500,00:05:56.660,It was really wonderful! Really good!,DESC-REALLY DESC-GOOD!,6,2,0.3333277778703688
s2OgP3aWqaw,data/s2OgP3aWqaw/s2OgP3aWqaw.mp4,00:00:36.970,00:00:41.301,"Hearing friend who knows ASL: ""Me too! We'll have fun!""",X-WE WILL HAVE FUN!!,10,4,0.39999600003999963
ZIz4BQJESO0,data/ZIz4BQJESO0/ZIz4BQJESO0.mp4,00:02:14.100,00:02:17.560,YOU LIKE STARBUCKS?,YESTERBUCKS?,3,1,0.3333222225925802
gkJQYWx7bW8,data/gkJQYWx7bW8/gkJQYWx7bW8.mp4,00:00:52.399,00:00:56.719,the pandemic,PANDEMIC,2,1,0.49997500124993743
