video_id,video_path,start_time,end_time,text_english,gloss_asl
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:24:25.674,00:24:35.145,"Deaf Interpreter relaying government information, is that natural?","DESC-DEAF INTERPRETER RELATIVE GOVERNMENT INFORMATION, BE THAT DESC-NATURAL?"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:24:35.648,00:24:44.144,"On websites or TV where government information is given,","ON WEBSITE OR TELEVISION WHERE GOVERNMENT INFORMATION BE GIVE,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:24:44.144,00:24:49.834,sometimes you may see an ASL version.,DESC-SOMETIMES X-YOU MAY SEE DESC-ASSLESS VERSION.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:24:49.834,00:24:54.335,Is that natural?,ISN'T THAT DESC-NATURAL?
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:24:54.335,00:25:01.082,That information is important as ASL is a language...,THAT INFORMATION BE DESC-IMPORTANT AS SLEAD BE LANGUAGE...
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:01.082,00:25:09.126,meaning access to information for many Deaf and hard of hearing,MEAN ACCESS TO INFORMATION FOR DESC-MANY DESC-DEAF AND DESC-HARD HEARING
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:09.126,00:25:15.354,across Canada where signing information is given.,ACROSS CAPITAL WHERE SIGN INFORMATION BE GIVE.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:15.354,00:25:21.788,Often in Canada people can read and write English fine,DESC-OFTEN IN CANADA PEOPLE CAN READ AND WRITE ENGLISH FINE
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:21.841,00:25:27.615,but they also can hear and follow.,BUT X-Y DESC-ALSO CAN HEAR AND FOLLOW.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:27.615,00:25:33.937,For Deaf and hard of hearing communities who cannot hear and,FOR DESC-DEAF AND DESC-HARD HEAR COMMUNITY WHO CAN DESC-NOT HEAR AND
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:33.937,00:25:38.625,"depend on their writing and reading skills,","DEPEND ON X-Y WRITE AND READING SKILL,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:38.625,00:25:46.743,they find ASL is better where we can obtain and absorb essential,X-Y FIND DESC-BETTER WHERE X-WE CAN OBTAIN AND ABSORB DESC-ESSENTIAL
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:46.743,00:25:54.346,information better so this ASL functionality is critical for,INFORMATION DESC-BETTER DESC-SO THIS DESC-ASSLESS FUNCTIONALITY BE DESC-CRITICAL FOR
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:25:54.346,00:26:00.402,conveying government information on news and TV.,CONVEY GOVERNMENT INFORMATION ON NEWS AND TELEVISION.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:00.404,00:26:03.919,": Thanks Jeff,","THANKS JEFF,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:03.919,00:26:12.488,showing ASL in insert on TV also makes including Deaf people more,SHOW DESC-ASSLIENT IN INSERT ON TELEVISION DESC-ALSO MAKE INCLUDE DESC-DEAF PEOPLE MORE
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:12.488,00:26:17.509,visible to hearing people who see it.,DESC-VISIBLE TO HEAR PEOPLE WHO SEE X-IT.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:17.509,00:26:20.400,"Remember a few weeks ago,","REMEMBER DESC-FEW WEEK DESC-AGO,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:20.400,00:26:25.575,we did a report about the Deaf Poker tournament?,X-WE DO REPORT ABOUT DESC-DEAF POKER TOURNAMENT?
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:25.575,00:26:30.277,"Well, Darren Chow has an update.","DESC-WELL, DAJY CHOW HAVE UPDATE."
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:31.029,00:26:34.964,I want to share updates with DeafDots.,X-I WANT TO SHARE UPDATE WITH DEAFDOT.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:34.964,00:26:41.029,The Deaf Poker tournament held last November 27 was a success!,DESC-DEAF POKER TOURNAL HOLD DESC-LAST NOVEMBER 27 BE SUCCESS!
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:41.029,00:26:45.767,"We had 57 registrations, 24 rebuys,","X-WE HAVE 57 REGISTRATION, 24 REBUY,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:45.767,00:26:49.539,"and total prize money was $2,300.","AND TOTAL PRIZE MONEY BE $2,300."
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:49.539,00:26:53.654,First place winner is Paul Gibbs.,DESC-FIRST PLACE WINNER BE PAUL BERB.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:26:53.654,00:27:00.816,We received lots of positive comments and hope we will have,X-WE RECEIVE LOT DESC-POSITIVE COMMENT AND HOPE X-WE WILL HAVE
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:00.816,00:27:04.057,another one in 2022!,ANOR ONE IN 2022!
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:04.570,00:27:09.025,: Thank you for watching DeafDots.,THANK X-YOU FOR WATCH DEAFDOT.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:09.025,00:27:14.320,Please send your news suggestions through our website,PLEASE SEND X-YOU NEWS SUGGESTION THROUGH X-WE WEBSITE
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:14.320,00:27:30.268,www.DeafDots.ca or email to news@deafdots.ca.,WWW.DEAFDOTS.CA OR EMAIL TO NEWS@DEAFDOTS.CA.
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:30.268,00:27:35.707,"Don’t forget to subscribe, like,","DON DESC-NOT FORGET TO SUBSCRIBE, LIKE,"
1B4ZrxTcOBw,data/1B4ZrxTcOBw/1B4ZrxTcOBw.mp4,00:27:35.707,00:27:41.479,and follow DeafDots to get new video updates!,AND FOLLOW DEAFDOT TO GET DESC-NEW VIDEO UPDATE!
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:00.334,00:00:03.270,"Hello, welcome to The Daily Moth.","HALF, DESC-WELCOME TO DESC-DUALLY MOTH."
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:03.270,00:00:06.506,"It is Thursday, June 11.","X-IT BE JOURNAL, JUNE 11."
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:06.506,00:00:10.177,Here are top news briefs.,DESC-HERE BE TOP NEWS BRIEF.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:10.177,00:00:21.121,"General Mark Milley, who is the most senior military officer","GENERAL MARK MILLLEY, WHO BE MOST DESC-SENIOR DESC-MILITARY OFFICER"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:21.121,00:00:27.027,"in the U.S., has apologized for walking with","IN U.S., HAVE APOLOGATE FOR WALK WITH"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:27.027,00:00:32.566,President Donald Trump from the White House,PRESIDENT DONALD TRUMP FROM DESC-WHITE HOUSE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:32.566,00:00:38.839,to a church across Lafayette Square,TO CHURCH ACROSS LAVEST PLACE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:38.839,00:00:47.047,where protesters were forced out by riot police.,WHERE PROTESTER BE FORCE OUT BY RIOT POLICE.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:47.047,00:00:53.987,"Milley said ""I should not have been there...","MILLEY SAY ""I SHOULD DESC-NOT HAVE BE DESC-RE..."
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:00:53.987,00:01:01.929,My presence in that moment and in that environment created,X-MY PRESENCE IN THAT MOMENT AND IN THAT ENVIRONMENT CREATE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:01.929,00:01:14.341,"a perception of the military involved in domestic politics.""",PERCEPTION DESC-MILITARY INVOLVE IN DESC-DOMESTIC POLITICS.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:14.341,00:01:22.349,"In Seattle, a video showed hundreds of protesters","IN SEATTLE, VIDEO SHOW HUNDRED PROTESTER"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:22.349,00:01:26.920,who went inside city hall.,WHO GO INSIDE CITY HALL.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:26.920,00:01:32.592,They demanded their mayor to step down for,X-Y DEMAND X-Y MAYOR TO STEP DESC-DOWN FOR
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:32.592,00:01:40.634,not controlling police brutality.,DESC-NOT CONTROL POLICE BRUTALITY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:40.634,00:01:49.476,"Others have ""taken over"" a part of downtown Seattle",DESC-OR HAVE TAKE OVER PART CENTERYWAIT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:01:49.476,00:02:01.989,and called it the Capitol Hill Autonomous Zone .,AND CALL X-IT CAPITAL HILL DESC-AUTONOOUS ZONE.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:01.989,00:02:09.696,There is a police station that is empty and,DESC-RE BE POLICE STATION THAT BE DESC-EMPTY AND
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:09.696,00:02:26.480,"""CHAZ members"" are doing their own patrols.",CHAZ MEMBER BE DO X-Y DESC-OWN PAPER.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:26.480,00:02:32.285,President Trump said Seattle was taken over by,PRESIDENT TROUBLE SAY SEARCH BE TAKE OVER BY
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:32.285,00:02:41.294,domestic terrorists and warned that if the Washington governor,DESC-DOMESTIC DESC-TERRORIST AND WARN THAT IF WASHINGTON GOVERNOR
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:41.294,00:02:47.634,"and the Seattle mayor couldn't take control,","AND SEATTLE MAYOR COULD DESC-NOT TAKE CONTROL,"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:47.634,00:02:53.440,he would take back the city.,X-HE WOULD TAKE DESC-BACK CITY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:02:53.440,00:03:01.014,There were news reports from Texas that said a black man,DESC-RE BE NEWS REPORT FROM TEXAS THAT SAY DESC-BLACK MAN
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:01.014,00:03:12.726,named Javier Ambler died last year after police officers used,NAME JAVIER AMBERR DIE DESC-LAST YEAR AFTER POLICE OFFICER USE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:12.726,00:03:18.565,stun guns on him while he cried for help and,STUN HAND ON X-HE WHILE X-HE CRY FOR HELP AND
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:18.565,00:03:23.837,said he was sick and couldn't breathe.,SAY X-HE BE DESC-SICK AND COULD DESC-NOT BREA.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:23.837,00:03:36.349,"The news reports said there was a ""Live PD"" from A&E crew",NEWS REPORT SAY DESC-RE BE DESC-LIVE PD? FROM A&E REMAIL
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:36.349,00:03:43.824,"that filmed the arrest, but the footage was destroyed","THAT FILM ARREST, BUT FILM BE DESTROY"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:43.824,00:03:54.101,because of an A&E policy to not air a death and,BECAUSE A&E POLICY TO DESC-NOT AIR DEATH AND
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:03:54.101,00:04:02.776,to destroy footage after a certain amount of time.,TO DESTROY EMPHASISE AFTER DESC-CERTAIN AMOUNT TIME.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:02.776,00:04:10.016,There is police body camera footage of the arrest,DESC-RE BE POLICE BODY CAMERA EMPHASISE ARREST
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:10.016,00:04:13.286,that was released this month.,THAT BE RELEASE THIS MONTH.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:13.286,00:04:20.627,It shows several officers forcing Ambler on his stomach as,X-IT SHOW DESC-SEVERAL OFFICER FORCE AMBULER ON X-HE SURTAIN AS
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:20.627,00:04:28.034,he screamed that he had heart issues and couldn't breathe.,X-HE SCRAFT THAT X-HE HAVE HEART ISSUE AND COULD DESC-NOT BREA.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:28.034,00:04:35.342,The arrest happened after a 22-minute car chase,ARREST HAPPEN AFTER DESC-22MINUTE CAR JAG
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:35.342,00:04:39.746,that ended when Ambler crashed his SUV.,THAT END WHEN AMBERER CRASH X-HE SUV.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:39.746,00:04:55.695,He was unarmed and his death was ruled a homicide from,X-HE BE DESC-UNARMED AND X-HE DEATH BE RULE HOMOCIDE FROM
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:04:55.695,00:05:05.772,heart disease and forcible restraint.,HEART DISEASE AND DESC-FOSSIBLE RESTRAINT.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:05.772,00:05:13.847,An investigation said the officers did nothing wrong.,INVESTIGATION SAY OFFICER DO NOTHING DESC-WRONG.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:13.847,00:05:18.218,"This happened last year and with the news about him,","THIS HAPPEN DESC-LAST YEAR AND WITH NEWS ABOUT X-HE,"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:18.218,00:05:24.024,this would be yet another name in a long list of,THIS WOULD BE DESC-YET ANOR NAME IN DESC-LONG LIST
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:24.024,00:05:29.162,"black individuals who died while in police custody,","DESC-BLACK INDIVIDUAL WHO DIE WHILE IN POLICE CUSTODY,"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:29.162,00:05:33.466,and this is now just surfacing in the midst of,AND THIS BE DESC-NOW DESC-JUST REPEAT IN MIDST
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:33.466,00:05:36.570,the Black Lives Matter movement.,DESC-BLACK DESC-LIVE MATTER MOVEMENT.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:36.570,00:05:43.643,There is sure to be more news coverage of Ambler's death,DESC-RE BE DESC-SURE TO BE MORE NEWS COVERAGE AMBERER X-POSS DEATH
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:43.643,00:05:48.048,and the circumstances surrounding it.,AND CIRCUMSTANCE SURROUND X-IT.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:48.048,00:05:55.822,"Today A&E announced they are cancelling ""Live PD"" amid",TODAY A&E ANNOUNCE X-Y BE CANCEL X-I DESC-LIVE PD?
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:05:55.822,00:06:01.962,the controversy over its deleted tapes.,CONTROVERSY OVER X-ITS DELETE TAPE.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:01.962,00:06:06.032,It is the second police TV show to be cancelled in as many days,X-IT BE DESC-SECOND POLICE TELEVISION SHOW TO BE CANCEL IN AS DESC-MANY DAY
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:06.032,00:06:09.102,"- ""COPS"" was cancelled yesterday.",- COPS - BE CANCEL YESTERDAY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:09.102,00:06:12.172,A&E said they decided to cancel because of,A&E SAY X-Y DECIDE TO CANCEL BECAUSE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:12.172,00:06:18.378,"the ""critical time in our nation's history.""",DESC-CRITICAL TIME IN X-WE NATION X-POSS HISTORY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:18.378,00:06:31.558,"The founder and CEO of CrossFit, Greg Glassman, has resigned and","FOUNDER AND PRESIDENT CROSSFIRE, GRE GREG GLASSMAN, HAVE RESIGN AND"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:31.558,00:06:36.463,retired yesterday after he started a controversy by,RETIRE YESTERDAY AFTER X-HE START CONTROVERSY BY
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:36.463,00:06:39.866,his comments on the Black Lives Matter movement.,X-HE COMMENT ON DESC-BLACK DESC-LIVE MATTER MOVEMENT.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:39.866,00:06:44.704,He said he didn't want CrossFit to put out,X-HE SAY X-HE DO DESC-NOT WANT CROSSFIRE TO PUT OUT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:44.704,00:06:49.709,a public statement of support for Black Lives Matter,PUBLIC STATEMENT SUPPORT FOR DESC-BLACK DESC-LIVE MATTER
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:49.709,00:06:57.984,because he personally didn't mourn George Floyd's death.,BECAUSE X-HE DESC-PERSONALLY DO DESC-NOT PLEAKING GEOPLE MANDEL X-POSS DEATH.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:06:57.984,00:07:02.522,He said the death had nothing to do with race.,X-HE SAY DEATH HAVE NOTHING TO DO WITH RACE.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:07:02.522,00:07:12.132,He later seemed to mock a tweet that said racism was,X-HE DESC-LATER SEEM TO MATCH TUCK THAT SAY RACISM BE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:07:12.132,00:07:22.876,"a public health issue by saying, ""Floyd-19.""","PUBLIC HEALTH ISSUE BY SAY, FLOOD-19."
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:07:22.876,00:07:28.948,After strong backlash that included gyms cutting ties with,AFTER DESC-STRONG BACKLACK THAT INCLUDE YESTERY CUT TIE WITH
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:07:28.948,00:07:40.226,"CrossFit and sponsors leaving the company, Glassman retired.","CROSSFIRE AND SPONSOR LEAVE COMPANY, GLASSMAN RETIRE."
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:07:56.209,00:08:05.952,"""Harry Potter"" author J.K. Rowling is now going through",HARRY POWDER AUTHOR J.K. ROLL BE DESC-NOW GO THROUGH
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:05.952,00:08:15.161,a controversy over her views on gender and,CONTROVERSY OVER X-SHE VIEW ON GENDER AND
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:15.161,00:08:19.532,transgender individuals.,TRANSGENDER INDIVIDUAL.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:19.532,00:08:28.608,"She said she is concerned that ""woman"" as a political and",X-SHE SAY X-SHE BE CONCERN THAT WOMAN?
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:28.608,00:08:41.755,biological class would be eroded and that it would be dangerous,DESC-BIOLOGICAL CLASS WOULD BE ERODE AND THAT X-IT WOULD BE DESC-DANGEROUS
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:41.755,00:08:51.231,for women in bathrooms changing rooms.,FOR WOMAN IN BUILDING CHANGE ROOM.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:51.231,00:08:58.772,LGBTQ rights organizations said Rowling's comments showed,LGBTQ RIGHTS ORGANIZATION SAY ROLLING X-POSS COMMENT SHOW
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:08:58.772,00:09:06.046,prejudice against transgender people and is a part of,PREJUDICE AGAINST TRANSGENDER PEOPLE AND BE PART
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:06.046,00:09:11.618,the problem that is slowing down their progress to,PROBLEM THAT BE DESC-SLOW DESC-DOWN X-Y PROGRESS TO
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:11.618,00:09:15.722,get civil rights.,GET DESC-CIVIL RIGHTS.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:15.722,00:09:24.764,"Emma Watson and Daniel Radcliffe,","MUSIC WATSON AND DANIEL RRADROCKE,"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:24.764,00:09:28.334,"actors in the ""Harry Potter"" movies, have criticized","ACTOR IN HARRY POWDER FILM, HAVE CRITIC"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:28.334,00:09:30.670,Rowling and made statements of support for,ROLL AND MAKE STATEMENT SUPPORT FOR
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:30.670,00:09:32.305,transgender women and their identities.,TRANSGENDER WOMAN AND X-Y IDENTITY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:32.305,00:09:40.814,CNN released a presidential election poll on Monday that,CNN RELEASE DESC-PRESIDENTIAL ELECTION POLL ON LUNTARY THAT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:40.814,00:09:49.255,showed Democrat Joe Biden holding a 55% to 41% lead,SHOW DEMOCRAT JOE BIDDEN HOLD 55% TO 41% LEAD
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:49.255,00:09:55.762,over President Trump among registered voters.,OVER PRESIDENT TROUBLE AMONG REGISTER VOTER.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:09:55.762,00:10:09.142,"The Trump campaign sent a ""cease and desist"" letter",TROOPC CAMPAIGN SEND CASE AND DESIST LETTER
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:09.142,00:10:17.584,to CNN telling them that the poll was intended to,TO CNN TELL X-Y THAT POLL BE INTEND TO
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:17.584,00:10:28.862,mislead voters and demanded a retraction and an apology.,MISLEAD VOTER AND DEMAND RETRACTION AND APOLOGY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:28.862,00:10:35.568,CNN said they stand by their poll and that,CNN SAY X-Y STAND BY X-Y POLL AND THAT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:35.568,00:10:41.941,it is the first time in their 40-year history that,X-IT BE DESC-FIRST TIME IN X-Y DESC-40 YEAR HISTORY THAT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:41.941,00:10:46.946,they were threatened with legal action over a poll.,X-Y BE THREATEN WITH DESC-LEGAL ACTION OVER POLL.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:46.946,00:10:53.653,Vice President Mike Pence tweeted and then quickly deleted,VICE PRESIDENT MICHEL PENCE FBLOG AND DESC-N DESC-QUICKLY DELETE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:53.653,00:10:58.057,an image of himself giving a speech to about,IMAGE X-HIMSELF GIVE SPEECH TO ABOUT
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:10:58.057,00:11:03.997,50 campaign staffers.,50 CAMPAIGN STAFFER.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:03.997,00:11:08.902,It probably has to do with the fact that the campaign staffers,X-IT DESC-PROBABLY HAVE TO DO WITH FACT THAT CAMPAIGN STAFFER
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:08.902,00:11:11.204,were standing very close to each other and,BE STAND DESC-VERY DESC-CLOSE TO EACH DESC-OR AND
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:11.204,00:11:15.208,none were wearing masks.,NONE BE BEAR MASK.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:15.208,00:11:23.983,The U.S. now has over 2 million cases of Covid-19.,U.S. DESC-NOW HAVE OVER 2 MILLION CASE COVIDENT-19.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:23.983,00:11:32.325,"We remember when we only had ""one"" case back in January.",X-WE REMEMBER WHEN X-WE DESC-ONLY HAVE ONE CASE DESC-BACK IN JULY.
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:32.325,00:11:41.834,"Today the Dow Jones index went down 1,800 points","TODAY DOW JONES INDEX GO DESC-DOWN 1,800 POINT"
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:41.834,00:11:49.142,because investors are concerned there will be a second wave of,BECAUSE INVESTOR BE CONCERN DESC-RE WILL BE DESC-SECOND WAVE
1d7meFB92Z0,data/1d7meFB92Z0/1d7meFB92Z0.mp4,00:11:49.142,00:11:53.012,Covid-19 cases.,COVIL-19 CASE.
